公司标签,职位名称,公司名称,经纬度,jobid,薪资,城市,学历要求,经验要求,公司性质,行业,发布时间,薪资下限(k),薪资上限(k),平均薪资(k),省份,区域,详细地址,学历等级,经验年限
"['省级工程技术研究中心', '拥有节能环保技术', '国有企业', '央企子公司', '高新技术企业', '创新型中小企业', '专精特新企业', '经营年限全国同行前15%', '绝对控股1家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",嵌入式软件工程师-成都(J10266),中科芯集成电路,"[30.563667, 103.89292]",167102488,1.2-2万,成都市-双流区,硕士,在校生/应届生,国企,电子技术/半导体/集成电路,1.76096E+12,12,20,16,四川省,成都市,四川省成都市双流区成都芯谷产业园区A9地块1号楼,5,0
[],嵌入式软件开发4（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168094926,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76522E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
"['省级工程技术研究中心', '拥有节能环保技术', '国有企业', '央企子公司', '高新技术企业', '创新型中小企业', '专精特新企业', '经营年限全国同行前15%', '绝对控股1家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",嵌入式硬件工程师-成都(J10265),中科芯集成电路,"[30.563667, 103.89292]",167102579,1.2-2万,成都市-双流区,硕士,在校生/应届生,国企,电子技术/半导体/集成电路,1.76096E+12,12,20,16,四川省,成都市,四川省成都市双流区成都芯谷产业园区A9地块1号楼,5,0
"['小巨人企业', '高新技术企业', '创新型中小企业', '专精特新企业', '经营年限全国同行前5%', 'B轮融资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",嵌入式软件工程师（地点：上海）（成都）,苏州顺芯半导体,"['31.186858', '121.43842']",161144177,1.4-2.2万,上海市-徐汇区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,1.76709E+12,14,22,18,上海市,徐汇区,上海市徐汇区徐家汇街道华谊兄弟时尚(上海)文化传媒有限公司上海电影广场,4,0
['大学生就业贡献'],plc嵌入式软件开发工程师,成都至诚云连通信科技,"['30.685917', '104.150751']",164308469,5-7千,成都市-成华区,大专,无需经验,民营,通信/电信/网络设备,1.76717E+12,5,7,6,四川省,成华区,四川省成都市成华区二仙桥街道成华大道十里店路,3,0
"['国企供应商', '拥有节能环保技术', '高新技术企业', '省级企业技术中心', '省级工程技术研究中心', '经营年限全国同行前15%', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '旗下品牌同行前40%', '大学生就业贡献']",嵌入式助理工程师（软件&硬件）,昆山丘钛微电子科技,"['31.34106', '120.890399']",168561176,6千-1万,苏州市-昆山市,本科,在校生/应届生,已上市,电子技术/半导体/集成电路,1.76334E+12,6,10,8,江苏省,昆山市,江苏省苏州市昆山市玉山镇景欣苑小区8栋,4,0
"['拥有节能环保技术', '上市企业子公司', '高新技术企业', '国家企业技术中心', '省级工程技术研究中心', '央企供应商', '劳动保障诚信A级', '经营年限全国同行前5%', '深创投投资', '并购融资', '绝对控股5家公司', '市县级政府引导基金投资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前100', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",软件开发（成都）,苏州旭创科技,"['30.766059', '103.906372']",167370431,1.8-3.6万·15薪,成都市-郫都区,硕士,在校生/应届生,已上市,电子技术/半导体/集成电路,1.76003E+12,14.4,28.8,21.6,四川省,郫都区,四川省成都市郫都区合作街道富士康M区,5,0
[],嵌入式软件开发3（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168090429,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76522E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
[],嵌入式软件设计师（成都）,中国航空无线电电子研究所,"['30.690852', '103.963028']",168008933,1-2万,成都市-青羊区,硕士,在校生/应届生,事业单位,政府/公共事业,1.76707E+12,10,20,15,四川省,青羊区,四川省成都市青羊区文家街道同诚路536号4康华社区,5,0
"['国企供应商', '拥有节能环保技术', '高新技术企业', '省级企业技术中心', '省级工程技术研究中心', '经营年限全国同行前15%', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '旗下品牌同行前40%', '大学生就业贡献']",算法助理工程师（嵌入式方向）,昆山丘钛微电子科技,"['31.34106', '120.890399']",168561189,6-8千,苏州市-昆山市,本科,在校生/应届生,已上市,电子技术/半导体/集成电路,1.76334E+12,6,8,7,江苏省,昆山市,江苏省苏州市昆山市玉山镇景欣苑小区8栋,4,0
"['2023年营收同行前50%', '客流量高于同行', '大学生就业贡献']",嵌入式工程师,成都安铭汇信息技术,"['30.547993', '104.077834']",162906633,9千-1.2万,成都市-双流区,大专,无需经验,民营,计算机软件,1.76398E+12,9,12,10.5,四川省,双流区,四川省成都市双流区中和街道华楠半岛,3,0
[],嵌入式软件开发2（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168090428,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76522E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
"['2023年营收同行前5%', '政府供应商', '经营年限全省同行前20%', '大学生就业贡献', '发债企业', '央企', '2025年中国跨国公司100强', '绝对控股6家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有自主品牌']",软件开发工程师（C/C++-成都）,中国信息通信科技集团,"['30.645848', '104.044352']",167923325,,成都市-武侯区,本科,在校生/应届生,国企,通信/电信/网络设备,1.76724E+12,,,,四川省,武侯区,四川省成都市武侯区浆洗街街道励志路,4,0
[],嵌入式软件开发1（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168089687,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76659E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
"['拥有绿色低碳技术', '2024年专利授权量同比高速增长', 'A股上市', '发债企业', '高新技术企业', '专精特新企业', '经营年限全国同行前10%', '深创投投资', '绝对控股21家公司', '国家级政府引导基金投资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前50', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '旗下品牌同行前5%', '全国多家直营店', '大学生就业贡献']",嵌入式软件工程师,烟台睿创微纳技术,"['30.477874', '104.01381']",169963197,1.6-2.5万,成都市-双流区,硕士,1年及以上,已上市,电子技术/半导体/集成电路,1.76652E+12,16,25,20.5,四川省,双流区,四川省成都市双流区怡心街道怡腾路盛和资源控股股份有限公司,5,1
"['拥有高价值专利', '拥有绿色资质', '专精特新企业', '知名品牌供应商', '高新技术企业', '小巨人企业', '国企供应商', '经营年限全国同行前15%', 'C+轮融资', '绝对控股2家公司', '战略性新兴领域创新能力', '专利授权量同领域前100', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",软件开发工程师（成都）,深圳市紫光同创电子,"['22.544052', '113.957034']",149190209,1.4-2.8万,深圳市-南山区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,1.76716E+12,14,28,21,广东省,南山区,广东省深圳市南山区粤海街道来玩Prayer-X青年旅社大冲城市花园,4,0
[],数字工程师（成都）,中国航空无线电电子研究所,"['30.690852', '103.963028']",168009166,1-2万,成都市-青羊区,硕士,在校生/应届生,事业单位,政府/公共事业,1.76707E+12,10,20,15,四川省,青羊区,四川省成都市青羊区文家街道同诚路536号4康华社区,5,0
"['国企供应商', '拥有节能环保技术', '高新技术企业', '省级企业技术中心', '省级工程技术研究中心', '经营年限全国同行前15%', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '旗下品牌同行前40%', '大学生就业贡献']",软件开发工程师,昆山丘钛微电子科技,"['31.34106', '120.890399']",168561160,6千-1.2万,苏州市-昆山市,本科,在校生/应届生,已上市,电子技术/半导体/集成电路,1.76334E+12,6,12,9,江苏省,昆山市,江苏省苏州市昆山市玉山镇景欣苑小区8栋,4,0
"['2023年营收同行前5%', '政府供应商', '经营年限全省同行前20%', '大学生就业贡献', '发债企业', '央企', '2025年中国跨国公司100强', '绝对控股6家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有自主品牌']",C/Qt/C++工程师,中国信息通信科技集团,"['30.660779', '104.093178']",168155130,,成都市-成华区,本科,在校生/应届生,国企,通信/电信/网络设备,1.76707E+12,,,,四川省,成华区,四川省成都市成华区猛追湾街道新华大道双林路富临大厦,4,0
"['小巨人企业', '高新技术企业', '创新型中小企业', '专精特新企业', '经营年限全国同行前5%', 'B轮融资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",软件算法设计工程师（地址：上海）（成都）,苏州顺芯半导体,"['31.186858', '121.43842']",167879482,2.2-2.8万,上海市-徐汇区,硕士,在校生/应届生,民营,电子技术/半导体/集成电路,1.76709E+12,22,28,25,上海市,徐汇区,上海市徐汇区徐家汇街道华谊兄弟时尚(上海)文化传媒有限公司上海电影广场,5,0
"['专精特新企业', '大学生就业贡献', '拥有发明专利', '上市企业供应商', '创新型中小企业', '港澳台投资企业', '科技型中小企业', '国企供应商', '绝对控股1家公司', '战略性新兴领域创新能力', '专利授权量同领域前20%', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质']",嵌入式工程师,爱佩仪智能装备,"['30.566018', '104.194881']",169281300,1-1.5万,成都市-龙泉驿区,本科,无需经验,外资（欧美）,仪器仪表/工业自动化,1.76588E+12,10,15,12.5,四川省,龙泉驿区,四川省成都市龙泉驿区大面街道龙城大道中国电建·云立方,4,0
[],嵌入式硬件开发（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.391584', '114.346993']",168090581,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76522E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道汤孙湖旅游度假区,5,0
"['省级企业技术中心', '旗下品牌同行前5%', '专精特新企业', '拥有绿色低碳技术', '央企供应商', '国有企业', '知名品牌供应商', '央企子公司', '创新型中小企业', '政府供应商', '经营年限全国同行前5%', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有绿色资质', '拥有自主品牌', '全市多家直营店', '大学生就业贡献']",嵌入式软件工程师,成都天奥集团,"[30.693203, 104.033461]",167629242,1.2-2万,,硕士,在校生/应届生,国企,电子技术/半导体/集成电路,1.76294E+12,12,20,16,四川省,成都市,四川省成都市营门口路278号天奥大厦F1层,5,0
"['小巨人企业', '高新技术企业', '创新型中小企业', '专精特新企业', '经营年限全国同行前5%', 'B轮融资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",应用工程师（地点：深圳）（成都）,苏州顺芯半导体,"['22.539249', '113.960349']",161144015,1.4-1.9万,深圳市-南山区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,1.76709E+12,14,19,16.5,广东省,南山区,广东省深圳市南山区沙河街道沙河高尔夫球会,4,0
"['旗下品牌同行前40%', '国企供应商', '连续4年专利申请量增长', '拥有节能环保技术', '上市企业子公司', '高新技术企业', '小巨人企业', '国家知识产权优势企业', '创新型中小企业', '专精特新企业', '省级技术创新示范企业', '省级企业技术中心', '省级博士后创新实践基地', '上市企业供应商', '劳动保障诚信A级', '绝对控股5家公司', '战略性新兴领域创新能力', '拥有发明专利', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '全国多家直营店', '大学生就业贡献']",嵌入式软件工程师（校招）,安徽光智科技,"['30.61176', '104.07382']",169797879,1.1-1.6万·13薪,成都市-武侯区,硕士,在校生/应届生,已上市,仪器仪表/工业自动化,1.76556E+12,10.2,14.8,12.5,四川省,武侯区,四川省成都市武侯区火车南站街道食为天快餐(长寿路)长寿苑社区长安院,5,0
[],软件开发2（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168090261,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76522E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
"['创新型中小企业', '拥有节能环保技术', '高新技术企业', '科技型中小企业', '天使轮融资', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有发明专利', '2024年专利授权量同比高速增长', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",嵌入式软件工程师,四川坤弘远祥科技,"['30.804453', '103.956302']",167784923,7千-1.2万,成都市-郫都区,硕士,无需经验,合资,仪器仪表/工业自动化,1.75674E+12,7,12,9.5,四川省,郫都区,四川省成都市郫都区红光街道马术垂钓园,5,0
"['小巨人企业', '高新技术企业', '创新型中小企业', '专精特新企业', '经营年限全国同行前5%', 'B轮融资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",应用工程师（地点：上海）（成都）,苏州顺芯半导体,"['31.186858', '121.43842']",161144066,1.4-1.9万,上海市-徐汇区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,1.76709E+12,14,19,16.5,上海市,徐汇区,上海市徐汇区徐家汇街道华谊兄弟时尚(上海)文化传媒有限公司上海电影广场,4,0
"['拥有节能环保技术', '旗下品牌同行前20%', '小巨人企业', '国企供应商', '经营年限全国同行前15%', '绝对控股1家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",嵌入式软件工程师,成都瑞迪智驱科技,"['30.521255', '103.973761']",170055575,9千-1.4万,成都市-双流区,本科,1年及以上,民营,机械/设备/重工,1.7671E+12,9,14,11.5,四川省,双流区,四川省成都市双流区黄甲街道空港一路二段飞亚粉漆,4,1
[],软件开发1（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168090023,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76659E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
['大学生就业贡献'],嵌入式软件工程师,成都云智优企业管理咨询,"['30.599284', '104.072329']",168972521,17-34万/年,成都市-武侯区,硕士,1年及以上,民营,专业服务(咨询、人力资源、财会),1.76182E+12,14.2,28.3,21.2,四川省,武侯区,四川省成都市武侯区桂溪街道润和·原筑和平锦苑,5,1
"['拥有节能环保技术', 'A股上市', '高新技术企业', '省级企业技术中心', '海关高级认证', '经营年限全国同行前20%', '定向增发融资', '绝对控股5家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",嵌入式软件开发（浙江绍兴）（成都）,浙江捷昌线性驱动科技,"['29.525223', '120.842252']",168433045,8千-1.5万,绍兴市-新昌县,本科,在校生/应届生,民营,机械/设备/重工,1.75923E+12,8,15,11.5,浙江省,新昌县,浙江省绍兴市新昌县七星街道京福线新柴工业园,4,0
['大学生就业贡献'],嵌入式软件开发工程师,成都零夏八度科技,"['30.545565', '104.081865']",158355420,7-9千·13薪,成都市-双流区,本科,1年,民营,计算机软件,1.76708E+12,6.5,8.3,7.4,四川省,双流区,四川省成都市双流区中和街道馨康花园三利宅院2期,4,1
[],软件开发3（工作地宜昌）,中国船舶集团有限公司第七一〇研究所,"['30.694217', '111.321064']",168095151,1.5-1.6万,宜昌市-西陵区,硕士,在校生/应届生,事业单位,学术/科研,1.7666E+12,15,16,15.5,湖北省,西陵区,湖北省宜昌市西陵区南苑街道港窑路37-37#中恒沁园春,5,0
['大学生就业贡献'],嵌入式开发工程师,湖北创佑科兴信息科技,"['30.692004', '104.12832']",168207754,1-1.5万,成都市-成华区,本科,1年及以上,民营,计算机软件,1.76433E+12,10,15,12.5,四川省,成华区,四川省成都市成华区二仙桥街道民兴路41号成都英才学校,4,1
"['国企供应商', '拥有节能环保技术', '高新技术企业', '省级企业技术中心', '省级工程技术研究中心', '经营年限全国同行前15%', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '旗下品牌同行前40%', '大学生就业贡献']",电子助理工程师,昆山丘钛微电子科技,"['31.34106', '120.890399']",168561265,6千-1万,苏州市-昆山市,本科,在校生/应届生,已上市,电子技术/半导体/集成电路,1.76334E+12,6,10,8,江苏省,昆山市,江苏省苏州市昆山市玉山镇景欣苑小区8栋,4,0
['大学生就业贡献'],嵌入式工程师,四川任由行通信科技,"['30.552953', '104.040735']",169911681,6-7.5千·13薪,成都市-武侯区,本科,无需经验,民营,电子技术/半导体/集成电路,1.76617E+12,5.5,6.9,6.2,四川省,武侯区,四川省成都市武侯区石羊街道富华北路成都高新技术产业开发区(南区),4,0
[],硬件开发2（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168089948,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76659E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
"['拥有节能环保技术', '高新技术企业', '科技型中小企业', '绝对控股1家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",汽车电子嵌入式底层驱动工程师,成都创科升电子科技,"['30.555307', '104.183629']",168610828,5千-1万,成都市-龙泉驿区,本科,无需经验,民营,电子技术/半导体/集成电路,1.76046E+12,5,10,7.5,四川省,龙泉驿区,四川省成都市龙泉驿区大面街道车城西二路234号苏宁龙泉物流中心(经开区南二路),4,0
[],控制系统硬件开发（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168089624,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76659E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
['大学生就业贡献'],嵌入式软件开发助理,成都臻琰科技,"['30.544243', '104.074739']",149328709,4-6千·13薪,成都市-武侯区,本科,无需经验,民营,计算机软件,1.76708E+12,3.7,5.5,4.6,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城南路158号桂龙公园,4,0
['大学生就业贡献'],嵌入式开发工程师（初级）,成都融御歆信息技术,"['30.547122', '104.06545']",167449523,5-7千,成都市-武侯区,本科,1年及以上,民营,计算机软件,1.76708E+12,5,7,6,四川省,武侯区,四川省成都市武侯区桂溪街道萃华路119号花样年福年广场,4,1
[],硬件开发1（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168089652,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76659E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
[],硬件开发3（工作地武汉）,中国船舶集团有限公司第七一〇研究所,"['30.390866', '114.348331']",168090596,1.5-1.6万,武汉市-江夏区,硕士,在校生/应届生,事业单位,学术/科研,1.76522E+12,15,16,15.5,湖北省,江夏区,湖北省武汉市江夏区江夏区经济开发区庙山街道阳光三路,5,0
['大学生就业贡献'],嵌入式开发工程师,四川科达锐信息技术,"['30.565569', '104.281814']",168860428,4-6千,成都市-龙泉驿区,本科,无需经验,民营,计算机软件,1.7634E+12,4,6,5,四川省,龙泉驿区,四川省成都市龙泉驿区龙泉街道电建园,4,0
['大学生就业贡献'],嵌入式开发工程师助理,北京骐骥优才科技,"['30.658944', '104.08633']",169591236,6-9千·13薪,成都市-锦江区,本科,1年及以上,民营,专业服务(咨询、人力资源、财会),1.76463E+12,5.5,8.3,6.9,四川省,锦江区,四川省成都市锦江区书院街街道思维源邸,4,1
[],硬件开发4（工作地宜昌）,中国船舶集团有限公司第七一〇研究所,"['30.694217', '111.321064']",168095131,1.5-1.6万,宜昌市-西陵区,硕士,在校生/应届生,事业单位,学术/科研,1.7666E+12,15,16,15.5,湖北省,西陵区,湖北省宜昌市西陵区南苑街道港窑路37-37#中恒沁园春,5,0
['大学生就业贡献'],嵌入式测试,成都臻琰科技,"['30.648713', '104.049424']",157025225,5-7千,成都市-武侯区,本科,无需经验,民营,计算机软件,1.76708E+12,5,7,6,四川省,武侯区,四川省成都市武侯区浆洗街街道武侯祠大街95号成都飞机设计研究所B1住宅小区,4,0
['大学生就业贡献'],嵌入式实习生,成都融御歆信息技术,"['30.547122', '104.06545']",167449823,4-6千,成都市-武侯区,本科,无需经验,民营,计算机软件,1.76708E+12,4,6,5,四川省,武侯区,四川省成都市武侯区桂溪街道萃华路119号花样年福年广场,4,0
['大学生就业贡献'],嵌入式助理工程师,四川进拓创力机械设备,"['30.620771', '104.010608']",152239907,5-7千,成都市-武侯区,大专,无需经验,民营,原材料和加工,1.76717E+12,5,7,6,四川省,武侯区,四川省成都市武侯区簇锦街道太平园路大合仓,3,0
"['拥有绿色资质', '拥有节能环保技术', '高新技术企业', '科技型中小企业', '双软认证企业', '专精特新企业', '国企供应商', '经营年限全国同行前15%', '天使轮融资', '省级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",高级嵌入式研发工程师,成都菁蓉联创科技,"['30.554107', '104.077616']",164494388,2-3万,成都市-武侯区,本科,在校生/应届生,民营,计算机软件,1.76536E+12,20,30,25,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4,0
"['央企供应商', '拥有绿色资质', '拥有节能环保技术', '知名品牌供应商', 'A股上市', '小巨人企业', '上市企业供应商', '守合同重信用企业', '劳动保障诚信A级', '经营年限全国同行前5%', '华泰证券投资', '绝对控股6家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有自主品牌', '旗下品牌同行前10%', '大学生就业贡献']",嵌入式软件工程师(J10046),四川英杰电气,"['30.765898', '103.934472']",150241419,7千-1.4万·14薪,成都市-郫都区,本科,无需经验,已上市,仪器仪表/工业自动化,1.76279E+12,6,12,9,四川省,郫都区,四川省成都市郫都区合作街道西区大道199号d2栋成都模具工业园,4,0
"['拥有高价值专利', '拥有节能环保技术', '港澳台投资企业', '小巨人企业', '高新技术企业', '创新型中小企业', '专精特新企业', '国企供应商', '经营年限全国同行前5%', '绝对控股3家公司', '战略性新兴领域创新能力', '专利授权量同领域前5%', '技术布局行业领先', '拥有绿色低碳技术', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",嵌入式开发工程师,成都西加云杉科技,"['30.554107', '104.077616']",161927479,8千-1.5万,成都市-武侯区,本科,在校生/应届生,民营,计算机软件,1.76537E+12,8,15,11.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4,0
[],嵌入式软件开发,中国电子科技集团公司第十研究所,"[30.699902, 104.022774]",167577431,1.5-2万,,硕士,在校生/应届生,事业单位,电子技术/半导体/集成电路,1.76294E+12,15,20,17.5,四川省,成都市,四川省成都市茶店子街道育才路27号,5,0
['大学生就业贡献'],初级嵌入式开发助理,成都睿工智能控制技术,"['30.679401', '104.072192']",168841697,4-6千,成都市-金牛区,大专,无需经验,民营,建筑/建材/工程,1.7613E+12,4,6,5,四川省,金牛区,四川省成都市金牛区荷花池街道人民北路一段腾云楼宾馆,3,0
"['2023年营收同行前50%', '客流量高于同行', '大学生就业贡献']",嵌入式工程师助理,成都安铭汇信息技术,"['30.645738', '104.110504']",162906697,9千-1.2万,成都市-成华区,大专,无需经验,民营,计算机软件,1.76398E+12,9,12,10.5,四川省,成华区,四川省成都市成华区双桥子街道双桥社区,3,0
['大学生就业贡献'],嵌入式硬件开发,成都市菲瑞得慕皮具,"['30.726206', '104.013108']",166795798,1-2万,成都市-金牛区,硕士,无需经验,民营,服装/纺织/皮革,1.76297E+12,10,20,15,四川省,金牛区,四川省成都市金牛区西华街道金芙蓉大道兴城人居·鎏林语,5,0
['大学生就业贡献'],初级嵌入式开发工程师,成都睿工智能控制技术,"['30.679401', '104.072192']",168841645,6-8千,成都市-金牛区,大专,无需经验,民营,建筑/建材/工程,1.7613E+12,6,8,7,四川省,金牛区,四川省成都市金牛区荷花池街道人民北路一段腾云楼宾馆,3,0
"['连续2年专利申请量增长', '拥有工艺创新能力', '上市企业子公司', '高新技术企业', '绝对控股2家公司', '战略性新兴领域创新能力', '拥有发明专利', '技术布局行业领先']",嵌入式软件工程师,成都佰维存储科技,"['30.554107', '104.077616']",161932137,1.2-2.4万·14薪,成都市-武侯区,硕士,在校生/应届生,民营,计算机软件,1.76537E+12,10.3,20.6,15.4,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,5,0
"['拥有节能环保技术', 'A股上市', '高新技术企业', '省级企业技术中心', '海关高级认证', '经营年限全国同行前20%', '定向增发融资', '绝对控股5家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",嵌入式硬件开发(浙江绍兴)（成都）,浙江捷昌线性驱动科技,"['29.525223', '120.842252']",168433164,8千-1.5万,绍兴市-新昌县,本科,在校生/应届生,民营,机械/设备/重工,1.75923E+12,8,15,11.5,浙江省,新昌县,浙江省绍兴市新昌县七星街道京福线新柴工业园,4,0
"['小巨人企业', '专精特新企业', '科技型中小企业', '省级企业技术中心', '国企供应商', '经营年限全国同行前5%', '绝对控股4家公司', '战略性新兴领域创新能力', '拥有节能环保技术', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",嵌入式软件测试工程师,成都摩尔环宇测试技术,"['30.554107', '104.077616']",161919492,5千-1万,成都市-武侯区,本科,在校生/应届生,民营,计算机软件,1.76537E+12,5,10,7.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4,0
['大学生就业贡献'],车载测试,重庆喜相连科技,"['30.552843', '104.043195']",167971732,5-7千,成都市-武侯区,大专,无需经验,民营,计算机软件,1.76709E+12,5,7,6,四川省,武侯区,四川省成都市武侯区石羊街道都城雅颂居(南区)朗诗熙华府,3,0
