公司标签,职位名称,公司名称,经纬度,jobid,薪资,城市,学历要求,经验要求,公司性质,行业,发布时间,薪资下限(k),薪资上限(k),平均薪资(k),省份,区域,详细地址,学历等级,经验年限
"['经营年限全国同行前5%', '大学生就业贡献']",硬件工程师,上海仁廉信息科技,"['30.545668', '104.094073']",166562886,8千-1.3万·13薪,成都-双流区,大专,无需经验,民营,计算机服务(系统、数据服务、维修),2026-01-01 11:15:25,7.4,12.0,9.7,四川省,双流区,四川省成都市双流区中和街道应龙北二路成都市中和中学润和分校,3.0,0.0
"['拥有绿色资质', '大学生就业贡献', '连续2年专利申请量增长', '战略性新兴领域创新能力', '拥有发明专利', '技术布局行业领先']",驱动工程师,摩尔线程智能科技（成都）,"['30.554107', '104.077616']",161927672,1.5-3万,成都-高新区,本科,在校生/应届生,民营,计算机软件,2025-12-10 12:52:50,15.0,30.0,22.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4.0,0.0
"['省级企业技术中心', '拥有高价值专利', '上市企业子公司', '高新技术企业', '战略性新兴领域创新能力', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '大学生就业贡献']",软件工程师,芯原微电子（成都）,"['30.554107', '104.077616']",167244002,1.8-2万·14薪,成都-高新区,硕士,在校生/应届生,民营,计算机软件,2025-12-10 11:02:39,15.4,17.1,16.3,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,5.0,0.0
['大学生就业贡献'],初级C++开发,成都奎安科技,"['30.554107', '104.077616']",156080776,5-8千,成都-高新区,本科,无需经验,民营,计算机软件,2025-12-30 08:00:56,5.0,8.0,6.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4.0,0.0
['经营年限全国同行前5%'],软件测试工程师  C/C++（无线通信方向）,叠拓信息技术（北京）有限公司成都分,"['30.554107', '104.077616']",161918834,7千-1.2万,成都-高新区,本科,在校生/应届生,外资（欧美）,计算机软件,2025-12-10 12:53:16,7.0,12.0,9.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4.0,0.0
['大学生就业贡献'],电子工程师（初级/中级）,北京智链元芯科技,"['30.658944', '104.08633']",168560891,7千-1.3万·13薪,成都-锦江区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-10-12 18:26:34,6.5,12.0,9.2,四川省,锦江区,四川省成都市锦江区书院街街道思维源邸,4.0,1.0
['大学生就业贡献'],硬件工程师 C语言、PCB,四川科航锐科技,"['30.665568', '104.076985']",161807175,5-8千,成都-青羊区,本科,无需经验,民营,计算机软件,2025-12-31 09:06:02,5.0,8.0,6.5,四川省,青羊区,四川省成都市青羊区草市街街道童子街庭苑,4.0,0.0
['大学生就业贡献'],C++实习生,成都臻琰科技,"['30.648713', '104.049424']",157024108,130元/天,成都-武侯区,本科,在校生/应届生,民营,计算机软件,2025-12-30 08:02:04,2.9,2.9,2.9,四川省,武侯区,四川省成都市武侯区浆洗街街道武侯祠大街95号成都飞机设计研究所B1住宅小区,4.0,0.0
[],硬件工程师,中国电子科技集团公司第十研究所,"['0.000000', '0.000000']",167577443,1.5-2万,成都,硕士,在校生/应届生,事业单位,电子技术/半导体/集成电路,2025-11-12 10:15:00,15.0,20.0,17.5,四川省,成都市,四川省成都市茶店子街道育才路27号,5.0,0.0
['上市企业子公司'],SOC软件工程师,成都市卓胜微电子,"['30.554107', '104.077616']",161923951,1.8-2万·15薪,成都-高新区,硕士,在校生/应届生,民营,计算机软件,2025-12-10 12:53:06,14.4,16.0,15.2,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,5.0,0.0
"['大学生就业贡献', '经营年限全国同行前15%', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前20%']",软件工程师实习生（C++方向）,成都视道信息技术,"['30.765144', '103.910165']",140462719,150元/天,成都,本科,在校生/应届生,民营,仪器仪表/工业自动化,2025-12-06 14:30:55,3.3,3.3,3.3,四川省,郫都区,四川省成都市郫都区合作街道合瑞路业成集团,4.0,0.0
"['拥有节能环保技术', '国企供应商', '知名品牌供应商', 'A股上市', '高新技术企业', '国家企业技术中心', '省级工程技术研究中心', '上市企业供应商', '政府供应商', '海关高级认证', '2024年胡润中国500强', '经营年限全国同行前10%', '绝对控股12家公司', '市县级政府引导基金投资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前50', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '旗下品牌同行前5%', '全国多家直营店', '大学生就业贡献']",软件开发工程师 - 成都(J17627),上海联影医疗科技,"['0.000000', '0.000000']",167278521,1.5-2.4万,成都,本科,在校生/应届生,民营,医疗设备/器械,2025-08-12 10:39:44,15.0,24.0,19.5,四川省,成都市,四川省成都市黄甲街道空港三路999号,4.0,0.0
"['旗下品牌同行前40%', '大学生就业贡献', '拥有节能环保技术', '小巨人企业', '国企供应商', '经营年限全国同行前5%', '绝对控股1家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌']",电控研发岗,成都微精电机股份,"['30.694484', '104.171851']",161143946,15-30万/年,成都-成华区,本科,1年及以上,国企,机械/设备/重工,2025-11-10 11:03:42,12.5,25.0,18.8,四川省,成华区,四川省成都市成华区龙潭街道鹤林小区(南门),4.0,1.0
"['省级企业技术中心', '拥有高价值专利', '上市企业子公司', '高新技术企业', '战略性新兴领域创新能力', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '大学生就业贡献']",软件开发工程师（GPU方向）,芯原微电子（成都）,"['30.554107', '104.077616']",162263648,1.8-2万·14薪,成都-高新区,硕士,在校生/应届生,民营,计算机软件,2025-12-10 12:52:39,15.4,17.1,16.3,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,5.0,0.0
['大学生就业贡献'],初级软件工程师,四川科达锐信息技术,"['30.565569', '104.281814']",169340680,5-7千·13薪,成都,大专,无需经验,民营,计算机软件,2025-11-17 16:54:39,4.6,6.5,5.5,四川省,龙泉驿区,四川省成都市龙泉驿区龙泉街道电建园,3.0,0.0
['大学生就业贡献'],初级软件工程师,石家庄迈众人力资源服务,"['30.567459', '104.200479']",168316079,1-1.5万,成都,本科,无需经验,民营,专业服务(咨询、人力资源、财会),2025-12-26 16:53:58,10.0,15.0,12.5,四川省,龙泉驿区,四川省成都市龙泉驿区大面街道四川师范大学成龙校区第三运动场(1号门)四川师范大学成龙校区第3运动场,4.0,0.0
"['拥有绿色资质', '国企供应商', '经营年限全国同行前20%', '科技型中小企业', '战略性新兴领域创新能力', '拥有专利', '拥有自主品牌', '大学生就业贡献']",物联网工程师（实习）,四川畅讯建设工程,"['30.513995', '104.059227']",156664153,5-8.5千,成都-高新区,大专,无需经验,民营,通信/电信/网络设备,2025-12-31 09:10:29,5.0,8.5,6.8,四川省,双流区,四川省成都市双流区华阳街道安公路三段华南苑二期,3.0,0.0
"['经营年限全国同行前5%', '大学生就业贡献']",物联网工程师,上海仁廉信息科技,"['30.545668', '104.094073']",166565507,9千-1.2万·13薪,成都-双流区,大专,无需经验,民营,计算机服务(系统、数据服务、维修),2026-01-01 11:15:09,8.3,11.1,9.7,四川省,双流区,四川省成都市双流区中和街道应龙北二路成都市中和中学润和分校,3.0,0.0
[],硬件驱动设计工程师,中国电子科技集团公司第十研究所,"['0.000000', '0.000000']",167577444,1.5-2万,成都,硕士,在校生/应届生,事业单位,电子技术/半导体/集成电路,2025-11-12 10:15:00,15.0,20.0,17.5,四川省,成都市,四川省成都市茶店子街道育才路27号,5.0,0.0
"['政府供应商', '旗下品牌同行前40%', '国企供应商', '上市企业供应商', '大学生就业贡献', '拥有绿色资质', '拥有节能环保技术', '高新技术企业', '专精特新企业', 'A轮融资', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌']",软件开发实习生,成都云绎智创科技,"['30.540466', '104.172407']",169887302,130元/天,成都-天府新区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,2025-12-31 09:27:48,2.9,2.9,2.9,四川省,双流区,四川省成都市双流区新兴街道天工北二路,4.0,0.0
['大学生就业贡献'],电子工程师,西安布质科技,"['30.553797', '104.071514']",158651257,8千-1.3万,成都-高新区,大专,无需经验,民营,电子技术/半导体/集成电路,2025-12-26 14:58:59,8.0,13.0,10.5,四川省,武侯区,四川省成都市武侯区桂溪街道天鹅湖花园(南区)天鹅湖花园南区,3.0,0.0
"['大学生就业贡献', '拥有绿色资质', '科技型中小企业', '专精特新企业', '连续4年A级纳税人', '经营年限全国同行前15%', '绝对控股4家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前50%', '技术布局优于同行', '拥有自主品牌']",C++开发工程师实习生,四川音创伟业科技股份,"['30.554107', '104.077616']",161928506,3.5-6千·15薪,成都-高新区,本科,在校生/应届生,民营,计算机软件,2025-12-10 12:52:52,2.8,4.8,3.8,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4.0,0.0
"['2024年专利授权量同比高速增长', '技术布局行业领先', '拥有工艺创新能力', '科技型中小企业', '创新型中小企业', '专精特新企业', 'A轮融资', '绝对控股3家公司', '省级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '拥有自主品牌', '大学生就业贡献']",实习生,成都宜乐芯生物科技,"['30.653955', '103.849396']",154416812,140元/天,成都-温江区,本科,在校生/应届生,民营,医疗设备/器械,2025-12-16 09:17:57,3.1,3.1,3.1,四川省,温江区,四川省成都市温江区金马街道科源路成都药康生物科技有限公司,4.0,0.0
['大学生就业贡献'],硬件测试工程师,成都融御歆信息技术,"['30.547122', '104.06545']",167452278,4-7千,成都-高新区,本科,无需经验,民营,计算机软件,2025-12-30 08:03:46,4.0,7.0,5.5,四川省,武侯区,四川省成都市武侯区桂溪街道萃华路119号花样年福年广场,4.0,0.0
['大学生就业贡献'],硬件工程师实习岗位,四川科航锐科技,"['30.665568', '104.076985']",162493181,4-6千,成都-青羊区,大专,无需经验,民营,计算机软件,2025-12-31 09:06:02,4.0,6.0,5.0,四川省,青羊区,四川省成都市青羊区草市街街道童子街庭苑,3.0,0.0
"['2023年营收同行前50%', '客流量高于同行', '大学生就业贡献']",c++开发工程师,成都安铭汇信息技术,"['30.547993', '104.077834']",167837182,5-8千,成都-武侯区,大专,无需经验,民营,计算机软件,2025-11-24 11:38:53,5.0,8.0,6.5,四川省,双流区,四川省成都市双流区中和街道华楠半岛,3.0,0.0
['大学生就业贡献'],硬件工程师,西安布质科技,"['30.553797', '104.071514']",158651929,7千-1.2万,成都-高新区,大专,无需经验,民营,电子技术/半导体/集成电路,2025-12-26 14:58:25,7.0,12.0,9.5,四川省,武侯区,四川省成都市武侯区桂溪街道天鹅湖花园(南区)天鹅湖花园南区,3.0,0.0
"['2023年营收同行前5%', '拥有绿色资质', '拥有节能环保技术', '瞪羚企业', '科技型中小企业', '双软认证企业', '专精特新企业', '国企供应商', '政府供应商', '经营年限全国同行前5%', 'A轮融资', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有发明专利', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",软件开发工程师,四川三思德科技,"['30.554107', '104.077616']",164322432,2-3.5万,成都-高新区,硕士,1年及以上,民营,计算机软件,2025-12-10 11:02:37,20.0,35.0,27.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,5.0,1.0
['大学生就业贡献'],芯片设计实习生（应届生）,四川科航锐科技,"['30.665568', '104.076985']",162493012,3-6千,成都-青羊区,本科,无需经验,民营,计算机软件,2025-12-31 09:06:02,3.0,6.0,4.5,四川省,青羊区,四川省成都市青羊区草市街街道童子街庭苑,4.0,0.0
['大学生就业贡献'],助理软硬件测试工程师,北京智链元芯科技,"['30.658944', '104.08633']",169097865,6-9千·13薪,成都-锦江区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-11-05 11:20:34,5.5,8.3,6.9,四川省,锦江区,四川省成都市锦江区书院街街道思维源邸,4.0,1.0
['大学生就业贡献'],初级软件工程师,宜宾九博信息技术,"['30.586929', '104.083059']",167848928,5-6千,成都-武侯区,本科,1年,民营,电子技术/半导体/集成电路,2025-11-29 09:51:11,5.0,6.0,5.5,四川省,锦江区,四川省成都市锦江区柳江街道锦江大道331号成都市森林消防大队,4.0,1.0
['大学生就业贡献'],汽车电子测试,四川任由行通信科技,"['30.552953', '104.040735']",169536245,5-7.5千,成都,本科,无需经验,民营,电子技术/半导体/集成电路,2025-11-27 16:02:27,5.0,7.5,6.2,四川省,武侯区,四川省成都市武侯区石羊街道富华北路成都高新技术产业开发区(南区),4.0,0.0
['大学生就业贡献'],硬件测试实习生,四川科达锐信息技术,"['30.565569', '104.281814']",168860985,4-6千,成都,本科,无需经验,民营,计算机软件,2025-11-17 16:51:19,4.0,6.0,5.0,四川省,龙泉驿区,四川省成都市龙泉驿区龙泉街道电建园,4.0,0.0
['大学生就业贡献'],硬件测试,成都臻琰科技,"['30.648713', '104.049424']",157025330,5-7千,成都-武侯区,本科,无需经验,民营,计算机软件,2025-12-30 08:02:04,5.0,7.0,6.0,四川省,武侯区,四川省成都市武侯区浆洗街街道武侯祠大街95号成都飞机设计研究所B1住宅小区,4.0,0.0
['大学生就业贡献'],电子工程师,四川非凡网毅科技,"['30.478835', '104.02138']",168803202,5-7千,成都,大专,无需经验,民营,计算机软件,2025-12-31 09:06:26,5.0,7.0,6.0,四川省,双流区,四川省成都市双流区怡心街道怡心湖怡心湖公园,3.0,0.0
['大学生就业贡献'],电子工程师,成都风雨兴科技,"['30.645643', '104.033027']",144143857,5-9千,成都,大专,无需经验,民营,电子技术/半导体/集成电路,2025-12-31 11:16:39,5.0,9.0,7.0,四川省,武侯区,四川省成都市武侯区浆洗街街道双楠路锦宏·嘉华苑,3.0,0.0
"['2023年营收同行前50%', '客流量高于同行', '大学生就业贡献']",初级软件工程师,成都安铭汇信息技术,"['30.547993', '104.077834']",167838395,4-8千,成都-武侯区,本科,无需经验,民营,计算机软件,2025-11-24 11:38:53,4.0,8.0,6.0,四川省,双流区,四川省成都市双流区中和街道华楠半岛,4.0,0.0
['大学生就业贡献'],电子开发技术（实习生）,宜宾九博信息技术,"['30.586929', '104.083059']",164121904,3-6千,成都-武侯区,大专,1年及以上,民营,电子技术/半导体/集成电路,2025-11-29 09:51:11,3.0,6.0,4.5,四川省,锦江区,四川省成都市锦江区柳江街道锦江大道331号成都市森林消防大队,3.0,1.0
"['2023年营收同行前50%', '客流量高于同行', '大学生就业贡献']",电子工程师助理,成都安铭汇信息技术,"['30.547993', '104.077834']",162905508,9千-1.2万,成都-武侯区,大专,无需经验,民营,计算机软件,2025-11-24 11:38:53,9.0,12.0,10.5,四川省,双流区,四川省成都市双流区中和街道华楠半岛,3.0,0.0
['大学生就业贡献'],助理电子工程师,成都睿工智能控制技术,"['30.679401', '104.072192']",169215967,6-8千,成都-青羊区,大专,无需经验,民营,建筑/建材/工程,2025-11-11 10:11:56,6.0,8.0,7.0,四川省,金牛区,四川省成都市金牛区荷花池街道人民北路一段腾云楼宾馆,3.0,0.0
"['拥有节能环保技术', '科技型中小企业', '创新型中小企业', '经营年限全国同行前5%', '绝对控股2家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",服务器开发实习生,成都数字天空科技,"['30.554107', '104.077616']",161925606,3-4千,成都-高新区,本科,在校生/应届生,民营,计算机软件,2025-12-10 12:53:04,3.0,4.0,3.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4.0,0.0
"['央企供应商', '知名品牌供应商', '上市企业供应商', '拥有节能环保技术', '高新技术企业', '小巨人企业', '省级工程技术研究中心', '经营年限全国同行前10%', '战略投资融资', '绝对控股3家公司', '国家级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",硬件设计工程师,成都佳驰电子科技,"['30.787287', '103.848327']",166899858,1.6-3万,成都-郫都区,硕士,在校生/应届生,已上市,航天/航空,2025-07-29 17:44:48,16.0,30.0,23.0,四川省,郫都区,四川省成都市郫都区德源街道菁蓉都会物业服务中心(一期)万科菁蓉都会(建设中),5.0,0.0
['大学生就业贡献'],电子工程师,上海合益众信生物科技,"['30.722895', '103.907606']",168794950,6千-1.2万·13薪,成都,大专,无需经验,民营,制药/生物工程,2025-12-17 15:09:42,5.5,11.1,8.3,四川省,温江区,四川省成都市温江区永宁街道再生资源回收站双桥苑休闲庄,3.0,0.0
['大学生就业贡献'],C语言开发工程师,四川科航锐科技,"['30.665568', '104.076985']",162493158,5-7千,成都-青羊区,大专,无需经验,民营,计算机软件,2025-12-31 09:06:02,5.0,7.0,6.0,四川省,青羊区,四川省成都市青羊区草市街街道童子街庭苑,3.0,0.0
['大学生就业贡献'],物联网开发工程师/助理,四川优胜吉通信技术,"['30.669926', '104.076763']",167244406,3.5-4.5千,成都-青羊区,大专,无需经验,民营,通信/电信/网络设备,2025-12-31 09:10:56,3.5,4.5,4.0,四川省,青羊区,四川省成都市青羊区草市街街道富正豆业鼓楼北四街26号院,3.0,0.0
['大学生就业贡献'],硬件测试工程师,宜宾九博信息技术,"['30.586929', '104.083059']",164161503,4-6千,成都-武侯区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-11-29 09:51:11,4.0,6.0,5.0,四川省,锦江区,四川省成都市锦江区柳江街道锦江大道331号成都市森林消防大队,4.0,1.0
"['专精特新企业', '大学生就业贡献', '创新型中小企业', '高新技术企业', '科技型中小企业', '战略性新兴领域创新能力', '拥有发明专利', '技术布局行业领先', '拥有自主品牌']",嵌入式调试工程师,成都河狸智能科技,"['30.773795', '103.941794']",168895889,5-7千,成都-郫都区,本科,1年及以上,创业公司,仪器仪表/工业自动化,2025-10-27 15:28:25,5.0,7.0,6.0,四川省,郫都区,四川省成都市郫都区红光街道红光大道辅道尚景岁月,4.0,1.0
"['旗下品牌同行前10%', '拥有节能环保技术', '知名品牌供应商', 'A股上市', '发债企业', '高新技术企业', '小巨人企业', '央企供应商', '经营年限全国同行前5%', '绝对控股14家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '全国多家直营店', '大学生就业贡献']",嵌入式开发工程师（应届生）,深圳万讯自控,"['30.576667', '104.067369']",163035431,8千-1.6万,成都,本科,在校生/应届生,已上市,仪器仪表/工业自动化,2025-12-06 16:02:08,8.0,16.0,12.0,四川省,武侯区,四川省成都市武侯区桂溪街道天府大道北段1063号泰达时代中心,4.0,0.0
['大学生就业贡献'],嵌入式软件工程师（电机控制）,海孚斯科技（上海）,"['30.539467', '103.99617']",169061519,1.2-2.2万·13薪,成都-双流区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-11-04 09:33:13,11.1,20.3,15.7,四川省,双流区,四川省成都市双流区西航港街道文星生活广场锦丽园别墅,4.0,1.0
"['拥有绿色资质', '拥有节能环保技术', '国企供应商', '知名品牌供应商', '高新技术企业', '小巨人企业', '上市企业供应商', '经营年限全国同行前5%', '绝对控股2家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",Linux系统软件测试工程师,成都熊谷加世电器,"['30.764109', '103.916966']",167287409,15-20万/年,成都-郫都区,硕士,在校生/应届生,民营,机械/设备/重工,2025-12-25 15:33:15,12.5,16.7,14.6,四川省,郫都区,四川省成都市郫都区合作街道合作路900号富士康科技集团成都科技园,5.0,0.0
['大学生就业贡献'],电子工程师,石家庄鸣迅信息技术,"['30.582084', '104.068342']",162663472,8千-1万·13薪,成都,大专,无需经验,民营,计算机软件,2025-12-29 23:32:48,7.4,9.2,8.3,四川省,武侯区,四川省成都市武侯区桂溪街道天府大道北段成都高新技术产业开发区(南区),3.0,0.0
"['创新型中小企业', '拥有节能环保技术', '高新技术企业', '科技型中小企业', '天使轮融资', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有发明专利', '2024年专利授权量同比高速增长', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",嵌入式硬件工程师,四川坤弘远祥科技,"['30.804453', '103.956302']",169390767,7千-1.2万,成都-郫都区,硕士,无需经验,合资,仪器仪表/工业自动化,2025-11-19 16:58:02,7.0,12.0,9.5,四川省,郫都区,四川省成都市郫都区红光街道马术垂钓园,5.0,0.0
"['大学生就业贡献', '经营年限全国同行前10%']",嵌入式单片机实习学员（时间要求：6+个月）,成都科立创智能科技,"['30.552939', '104.052905']",163612930,50元/天,成都-高新区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,2025-11-03 15:01:15,1.1,1.1,1.1,四川省,武侯区,四川省成都市武侯区石羊街道凤凰城(南区)凤凰城一期,4.0,0.0
['大学生就业贡献'],智能硬件开发工程师,成都睿工智能控制技术,"['30.679401', '104.072192']",168833184,6-8千,成都-青羊区,大专,无需经验,民营,建筑/建材/工程,2025-11-05 09:24:43,6.0,8.0,7.0,四川省,金牛区,四川省成都市金牛区荷花池街道人民北路一段腾云楼宾馆,3.0,0.0
['大学生就业贡献'],电子工程师,四川进拓创力机械设备,"['30.620771', '104.010608']",154533713,6-9千,成都-武侯区,本科,无需经验,民营,原材料和加工,2025-12-31 09:15:26,6.0,9.0,7.5,四川省,武侯区,四川省成都市武侯区簇锦街道太平园路大合仓,4.0,0.0
['大学生就业贡献'],物联网工程师,成都臻琰科技,"['30.648713', '104.049424']",157025954,6-8千,成都-武侯区,本科,无需经验,民营,计算机软件,2025-12-30 08:02:04,6.0,8.0,7.0,四川省,武侯区,四川省成都市武侯区浆洗街街道武侯祠大街95号成都飞机设计研究所B1住宅小区,4.0,0.0
['事业单位'],产品研发部-嵌入式软件工程师（电器软件）,天府绛溪实验室,"['30.288917', '104.388153']",166597975,,成都,硕士,无需经验,事业单位,学术/科研,2025-10-28 14:34:49,,,,四川省,简阳市,四川省成都市简阳市草池街道国际科教园小学(建设中),5.0,0.0
['大学生就业贡献'],电子工程师（初级/中级）,北京骐骥优才科技,"['30.658944', '104.08633']",169591234,7千-1.2万·13薪,成都-锦江区,本科,1年及以上,民营,专业服务(咨询、人力资源、财会),2025-12-01 22:02:14,6.5,11.1,8.8,四川省,锦江区,四川省成都市锦江区书院街街道思维源邸,4.0,1.0
"['上市企业供应商', '旗下品牌同行前40%', '知名品牌供应商', '拥有绿色资质', '拥有节能环保技术', '上市企业子公司', '高新技术企业', '国企供应商', '经营年限全国同行前5%', '战略投资融资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",校招-信息处理工程师（嵌入式）,成都国星通信,"['30.739093', '103.975585']",167724286,22-26万/年,成都,硕士,无需经验,已上市,通信/电信/网络设备,2025-12-18 09:46:31,18.3,21.7,20.0,四川省,郫都区,四川省成都市郫都区合作街道萃峰国际·海棠湾成都高新技术产业开发区(西区),5.0,0.0
['大学生就业贡献'],初级C++开发,成都臻琰科技,"['30.648713', '104.049424']",157020547,5-7千,成都-武侯区,本科,无需经验,民营,计算机软件,2025-12-30 08:02:04,5.0,7.0,6.0,四川省,武侯区,四川省成都市武侯区浆洗街街道武侯祠大街95号成都飞机设计研究所B1住宅小区,4.0,0.0
['大学生就业贡献'],物联网助理工程师,北京智链元芯科技,"['30.658944', '104.08633']",168642254,6-9千·14薪,成都-锦江区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-10-15 16:30:28,5.1,7.7,6.4,四川省,锦江区,四川省成都市锦江区书院街街道思维源邸,4.0,1.0
['大学生就业贡献'],初级C++开发,成都融御歆信息技术,"['30.547122', '104.06545']",167399778,5-8千,成都-高新区,本科,1年及以上,民营,计算机软件,2025-12-30 08:03:46,5.0,8.0,6.5,四川省,武侯区,四川省成都市武侯区桂溪街道萃华路119号花样年福年广场,4.0,1.0
"['专精特新企业', '拥有绿色资质', '拥有节能环保技术', '新三板挂牌', '科技型中小企业', '创新型中小企业', '经营年限全国同行前10%', '定向增发融资', '绝对控股2家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌']",C++软件工程师,成都赫尔墨斯科技,"['30.531858', '104.074853']",153266694,8千-1.6万·13薪,成都,本科,1年及以上,已上市,计算机软件,2025-12-31 10:38:11,7.4,14.8,11.1,四川省,双流区,四川省成都市双流区华阳街道锦韵路399号成都高新技术产业开发区(南区),4.0,1.0
['大学生就业贡献'],QT软件开发工程师,四川科航锐科技,"['30.665568', '104.076985']",164429164,5-8千,成都-青羊区,本科,无需经验,民营,计算机软件,2025-12-31 09:06:02,5.0,8.0,6.5,四川省,青羊区,四川省成都市青羊区草市街街道童子街庭苑,4.0,0.0
['大学生就业贡献'],QT开发工程师,成都奎安科技,"['30.554107', '104.077616']",156081369,6-9千,成都-高新区,本科,1年,民营,计算机软件,2025-12-30 08:00:56,6.0,9.0,7.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4.0,1.0
['大学生就业贡献'],QT开发,成都融御歆信息技术,"['30.547122', '104.06545']",167453364,6-8千,成都-高新区,本科,1年及以上,民营,计算机软件,2025-12-30 08:03:46,6.0,8.0,7.0,四川省,武侯区,四川省成都市武侯区桂溪街道萃华路119号花样年福年广场,4.0,1.0
"['国企供应商', '大学生就业贡献', '拥有发明专利', '科技型中小企业', '创新型中小企业', '战略性新兴领域创新能力', '专利授权量同领域前20%', '技术布局行业领先']",fpga工程师（应届）,成都奥瑞科电子科技,"['30.750947', '103.964777']",169112998,6千-1万,成都-高新区,本科,无需经验,民营,电子技术/半导体/集成电路,2025-12-31 15:33:32,6.0,10.0,8.0,四川省,郫都区,四川省成都市郫都区犀浦街道玉龙三巷3号浦兴酒店,4.0,0.0
['大学生就业贡献'],QT开发,成都臻琰科技,"['30.648713', '104.049424']",157022127,5-7千,成都-武侯区,本科,1年,民营,计算机软件,2025-12-30 08:02:04,5.0,7.0,6.0,四川省,武侯区,四川省成都市武侯区浆洗街街道武侯祠大街95号成都飞机设计研究所B1住宅小区,4.0,1.0
"['拥有绿色资质', '国企供应商', '经营年限全国同行前20%', '科技型中小企业', '战略性新兴领域创新能力', '拥有专利', '拥有自主品牌', '大学生就业贡献']",软件研发工程师,四川畅讯建设工程,"['30.513995', '104.059227']",153312282,3-5千,成都-高新区,大专,无需经验,民营,通信/电信/网络设备,2025-12-31 09:10:28,3.0,5.0,4.0,四川省,双流区,四川省成都市双流区华阳街道安公路三段华南苑二期,3.0,0.0
['大学生就业贡献'],软硬件测试工程师,四川新智极机械,"['30.713469', '104.034868']",161412785,6-9千,成都-金牛区,本科,无需经验,民营,电子技术/半导体/集成电路,2025-12-18 09:06:48,6.0,9.0,7.5,四川省,金牛区,四川省成都市金牛区沙河源街道中环路交大路段万贯机电城C区,4.0,0.0
